Libellé rayon;Libellé thème;Libellé famille;Libellé sous famille;Produit;Libellé couleurs;PVB;SPRING / SUMMER;Puissance produit;Champs UVS Statut de collection;Prix (selon famille);Iconique;Type saison;Segment
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;COTON;Référence_0;LICHEN;150;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;COTON;Référence_1;SABLE;150;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;COTON;Référence_2;NOIR;150;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;COTON;Référence_3;BLEU;165;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;VISCOSE;Référence_4;BUBBLE GUM;170;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;LAINE;Référence_5;NOIR;175;SPRING;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;BERMUDAS - SHORT;COTON;Référence_6;NOIR;185;SPRING;SLOW;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_7;JUDO;230;SPRING;BEST;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_8;BLEU;230;SPRING;PERMANENT;PERMANENT;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_9;BEBE;230;SPRING;BEST;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_10;JUDO;295;SUMMER;MEDIUM;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_11;NOIR;320;SPRING;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_12;BLEU;325;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_13;OLIVE;350;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_14;BRUT;380;SPRING;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_15;BLEU;380;SUMMER;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;COTON;Référence_16;FOUGERE;395;SUMMER;BEST;NINI;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;BLOUSONS;VISCOSE;Référence_17;BUBBLE GUM;460;SUMMER;BEST;SAISONNIER;HIGH;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;BLOUSONS;LAINE;Référence_18;NOIR;630;SPRING;MEDIUM;SAISONNIER;HIGH;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_19;JAPON;135;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_19;FLAMANT;135;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_19;JUDO;135;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_19;NOIR;135;SPRING;BEST;PERMANENT;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_20;BEBE;170;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_20;KLEIN;170;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;VISCOSE;Référence_21;BUBBLE GUM;195;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_22;OPALINE;195;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_23;NOIR;210;SUMMER;MEDIUM;SAISONNIER;HIGH;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;CARACO;SOIE;Référence_24;ECRU;230;SUMMER;SLOW;SAISONNIER;HIGH;OUI;MID-SEASON;DAYWEAR
PAP FEMME;MAILLE;CARDIGAN;MERINOS;Référence_25;NOIR;265;SPRING;MEDIUM;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;COTON;Référence_26;FAUX NOIR;280;SUMMER;MEDIUM;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;MERINOS;Référence_27;CRAIE;320;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;CASHMERE;Référence_28;FICELLE;340;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;MAILLE;CARDIGAN;COTON;Référence_29;TOURNESOL;350;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;;Référence_30;MULTICOLOR;350;;Spécifique;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;MAILLE;CARDIGAN;ALPAGA;Référence_31;AVOINE;380;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;LAINE / CASH;Référence_32;NOIR;390;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;COTON;Référence_33;NOIR;395;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;LAINE;Référence_34;BEBE;495;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;COTON;Référence_35;LICHEN;495;SUMMER;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;CASHMERE;Référence_36;KLEIN;750;SPRING;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;CASHMERE;Référence_37;BEBE;760;SPRING;BEST;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;CARDIGAN;CASHMERE;Référence_38;PERLE;795;SUMMER;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;VISCOSE;Référence_39;KAKI;195;SUMMER;BEST;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;COTON;Référence_40;BLEU;195;SPRING;MEDIUM;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;VISCOSE;Référence_39;NATUREL;195;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;COTON;Référence_41;LICHEN;245;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;COTON;Référence_41;JUDO;245;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;COTON;Référence_42;BLEU;295;SUMMER;MEDIUM;SAISONNIER;HIGH;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;CHEMISE;;Référence_43;LILAS;340;;Spécifique;SAISONNIER;HIGH;NON;SUMMER;FASHION
PAP FEMME;CHAINETRAME;CHEMISE;SOIE;Référence_44;JUDO;350;SPRING;BEST;SAISONNIER;HIGH;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CHEMISE;SOIE;Référence_44;FLAMANT;350;SPRING;BEST;SAISONNIER;HIGH;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CHEMISE;COTON;Référence_45;LICHEN;365;SUMMER;BEST;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_46;GRIS;290;SUMMER;SLOW;SAISONNIER;LOW;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;;Référence_47;NOIR;390;;Spécifique;SAISONNIER;MEDIUM;OUI;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_48;GRIS;495;SUMMER;MEDIUM;SAISONNIER;LOW;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_49;NOIR;495;SPRING;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_48;ROSE;495;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;;Référence_50;BLANC;650;;Spécifique;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_51;NOIR;690;SPRING;PERMANENT;PERMANENT;HIGH;OUI;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_52;MARINE;695;SPRING;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_53;KLEIN;790;SPRING;SLOW;SAISONNIER;HIGH;OUI;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;;Référence_54;BLANC;790;;Spécifique;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_55;NOIR;830;SPRING;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;CUIR-FOURRURE;CUIR;Référence_56;NOIR;990;SUMMER;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;FASHION
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_57;BLANC;45;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_57;MAUVE;45;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_57;MIMOSA;45;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_58;NOIR;65;SUMMER;SLOW;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON / VISCOSE;Référence_59;BLANC;70;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON / VISCOSE;Référence_59;NOIR;70;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_60;BLANC;75;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_61;BEBE;80;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_61;JUDO;80;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;MODAL;Référence_62;NOIR;80;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON / VISCOSE;Référence_63;GRIS CHINE;85;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;MODAL;Référence_64;GRIS CHINE;105;SUMMER;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;MODAL;Référence_65;GRIS CHINE;110;SPRING;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;;Référence_66;BLANC;120;;REPROD OPGM;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;DEBARDEUR;COTON;Référence_67;CARBONE;140;SUMMER;MEDIUM;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;MAILLE;DEBARDEUR;VISCOSE;Référence_68;MAKE-UP;150;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;DEBARDEUR;COTON;Référence_69;JUDO;160;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;DEBARDEUR;VISCOSE;Référence_70;NOIR;185;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;DEBARDEUR;LAINE / CASH;Référence_71;NOIR;195;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;DEBARDEUR;COTON / SOIE;Référence_72;BUBBLE GUM;195;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;FASHION
PAP FEMME;MAILLE;DEBARDEUR;VISCOSE;Référence_73;JADE;250;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_74;BLEU;170;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_75;GRIS;175;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_75;ROSE;175;SUMMER;SLOW;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_76;JUDO;195;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_77;BRUT;195;SPRING;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_76;KLEIN;195;SPRING;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_78;NOIR;195;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_79;BLEU;195;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_80;BRUT;210;SPRING;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_81;BLEU;225;SUMMER;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JEANS;COTON;Référence_82;JUDO;230;SPRING;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;JUPE;COTON;Référence_83;BLANC;185;SUMMER;BEST;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;JUPE;COTON;Référence_84;JUDO;220;SPRING;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;JUPE;LAINE;Référence_85;MARINE;220;SPRING;SLOW;SAISONNIER;LOW;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;JUPE;COTON;Référence_86;BLEU;245;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;JUPE;LIN / COTON;Référence_87;KAKI;250;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;JUPE;SOIE;Référence_88;KLEIN;275;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;SUMMER;FASHION
PAP FEMME;CHAINETRAME;JUPE;SOIE;Référence_89;DAHLIA;290;SUMMER;BEST;SAISONNIER;HIGH;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;JUPE;POLYESTER;Référence_90;SILVER;370;SUMMER;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;COTON;Référence_91;LICHEN;185;SUMMER;BEST;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_92;KAKI;195;SUMMER;BEST;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_92;MARINE;195;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_92;NATUREL;195;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;COTON;Référence_93;BEBE;225;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;LAINE;Référence_94;GRIS;235;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;LAINE;Référence_95;NOIR;235;SPRING;BEST;SAISONNIER;MEDIUM;NON;WINTER;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;COTON;Référence_96;TROPICAL;235;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;LIN / COTON;Référence_97;SABLE;235;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;LIN / COTON;Référence_98;JUDO;235;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_99;JAPON;235;SPRING;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;ACETATE;Référence_100;KLEIN;235;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;;Référence_101;NOIR;235;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_102;NOIR;235;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;LAINE;Référence_103;NOIR;235;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;WINTER;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;COTON;Référence_104;OLIVE;235;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;LIN / COTON;Référence_105;KAKI;235;SUMMER;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PANTALON;ACRYLIC MELANGE;Référence_106;ECRU;235;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;VISCOSE;Référence_107;LAVANDE;235;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;;Référence_108;MINT;245;;Spécifique;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;;Référence_108;BEBE;245;;Spécifique;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PANTALON;LAINE;Référence_109;JUDO;255;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;;Référence_110;BEIGE;255;;Spécifique;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PANTALON;POLYESTER;Référence_111;SILVER;495;SUMMER;SLOW;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;PARKAS;COTON;Référence_112;LICHEN;390;SUMMER;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PARKAS;COTON;Référence_113;JUDO;490;SUMMER;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PARKAS;COTON;Référence_114;FOUGERE;490;SUMMER;MEDIUM;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;PARKAS;COTON;Référence_115;AVOINE;550;SPRING;MEDIUM;SAISONNIER;HIGH;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;PARKAS;;Référence_116;OLIVE;990;;Spécifique;SAISONNIER;HIGH;NON;MID-SEASON;FASHION
PAP FEMME;MAILLE;PULL;COTON;Référence_117;AMANDE;175;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_118;BEBE;175;SPRING;BEST;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_117;MIMOSA;175;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_119;BEBE;180;SPRING;BEST;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_120;BALLERINE;180;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_121;LAVANDE;185;SUMMER;MEDIUM;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_122;GRIS CHINE CLAIR;195;SPRING;BEST;SAISONNIER;LOW;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_123;FAUX NOIR;195;SUMMER;BEST;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_124;ENCRE;195;SPRING;MEDIUM;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_124;NOIR;195;SPRING;MEDIUM;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_124;GRIS CHINE CLAIR;195;SPRING;SLOW;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_124;JAPON;195;SPRING;SLOW;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_124;ORANGE;195;SPRING;SLOW;SAISONNIER;LOW;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;LIN;Référence_125;BUBBLE GUM;215;SUMMER;BEST;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_126;GRIS CHINE CLAIR;220;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;VISCOSE;Référence_127;MAKE-UP;220;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_128;VANILLE;220;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_128;FAUX NOIR;220;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_129;FAUX NOIR;225;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;LIN;Référence_130;SABLE;230;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_131;ARGILE;235;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;VISCOSE;Référence_132;OPALINE;250;SUMMER;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_133;BLOSSOM;250;SUMMER;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;ALPAGA;Référence_134;NOIR;250;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;VISCOSE;Référence_132;NOIR;250;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;MERINOS;Référence_135;ARGILE;260;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_136;MULTICOLOR;265;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;MAILLE;PULL;CACHEMIRE PLUME;Référence_137;MARINE;295;SPRING;MEDIUM;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;MAILLE;PULL;COTON;Référence_138;LAVANDE;295;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;MAILLE;PULL;CACHEMIRE PLUME;Référence_139;NOIR;295;SPRING;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
